"year","no_of_transaction","total_qty","total_revenue_usd"
"2015-09-05 10:56:16","13","6126","32226.37"
"2015-09-05 09:43:03","38","21165","143471.26"
"2015-09-05 05:55:38","40","24120","127671.94"
"2015-09-05 04:49:04","61","23973","130917.00"
"2015-09-05 03:34:45","60","28629","163579.18"
"2015-09-04 23:01:15","60","23956","130893.51"
"2015-09-04 21:05:14","37","21024","117862.77"
"2015-09-04 19:05:53","28","12723","67459.65"
"2015-09-04 17:59:10","59","28107","153705.10"
"2015-09-04 09:16:46","65","36887","251299.77"
"2015-09-04 06:29:11","62","24538","137227.88"
"2015-09-04 06:19:18","56","24182","135822.85"
"2015-09-04 06:13:59","51","23299","125968.04"
"2015-09-04 01:51:09","56","24182","135822.85"
"2015-09-04 00:55:28","57","24087","130964.11"
"2015-09-03 19:41:22","71","42358","291047.25"
"2015-09-03 19:01:08","24","4795","28012.07"
"2015-09-03 18:35:05","56","44750","231856.98"
"2015-09-03 15:32:18","59","28107","153705.10"
"2015-09-03 14:10:09","30","21716","144865.83"
"2015-09-03 03:54:53","27","11313","62148.87"
"2015-09-03 03:27:56","66","43730","300694.79"
"2015-09-02 22:05:41","29","16806","112176.03"
"2015-09-02 11:14:34","24","10477","55883.55"
"2015-09-02 11:07:31","42","7799","47417.76"
"2015-09-02 08:51:57","50","25343","140046.68"
"2015-09-02 07:25:17","46","22752","161294.62"
"2015-09-02 03:36:45","24","10477","55883.55"
"2015-09-02 03:04:58","24","10477","55883.55"
"2015-09-01 21:42:21","49","21791","122957.11"
"2015-09-01 16:25:01","35","19596","131173.41"
"2015-09-01 15:17:32","38","21165","143471.26"
"2015-09-01 14:20:35","43","8276","51647.76"
"2015-09-01 12:03:35","49","29101","200174.66"
"2015-09-01 11:58:20","66","49246","345618.59"
"2015-09-01 10:41:43","35","15177","83419.38"
"2015-09-01 08:50:27","55","24656","130153.59"
"2015-09-01 06:02:42","29","11430","60936.18"
"2015-08-31 20:27:29","49","29101","200174.66"
"2015-08-30 21:46:16","27","6258","38648.01"
"2015-08-30 20:42:08","53","24215","135517.95"
"2015-08-30 20:36:11","58","27235","147599.56"
"2015-08-30 09:43:00","53","24215","135517.95"
"2015-08-30 00:53:13","31","17836","118867.17"
"2015-08-29 21:29:33","13","6126","32226.37"
"2015-08-29 11:59:07","24","10197","54891.56"
"2015-08-29 06:00:57","24","10197","54891.56"
"2015-08-29 03:27:30","24","10197","54891.56"
"2015-08-28 10:05:42","27","6288","42065.82"
"2015-08-28 09:53:29","55","31887","217473.85"
"2015-08-28 07:59:08","31","13364","72875.84"
"2015-08-28 02:37:58","27","11313","62148.87"
"2015-08-28 01:08:09","43","16849","94684.25"
"2015-08-27 23:56:08","42","7799","47417.76"
"2015-08-27 16:07:45","23","4400","27558.30"
"2015-08-27 15:17:41","30","21716","144865.83"
"2015-08-27 12:51:55","57","24087","130964.11"
"2015-08-27 12:27:54","56","24182","135822.85"
"2015-08-27 12:09:56","53","24215","135517.95"
"2015-08-27 02:47:01","23","4400","27558.30"
"2015-08-26 23:10:58","31","17836","118867.17"
"2015-08-26 17:28:53","50","40833","293861.14"
"2015-08-26 16:03:11","33","13464","72788.52"
"2015-08-26 16:02:22","27","17563","115376.17"
"2015-08-26 12:40:02","66","39863","272672.84"
"2015-08-26 04:57:26","31","17836","118867.17"
"2015-08-26 00:58:45","49","21791","122957.11"
"2015-08-26 00:31:17","27","17563","115376.17"
"2015-08-26 00:09:17","40","19002","108579.84"
"2015-08-25 23:05:22","62","56410","382873.30"
"2015-08-25 21:58:49","1","156","881.73"
"2015-08-25 20:16:14","67","40904","281018.36"
"2015-08-25 20:11:58","51","23299","125968.04"
"2015-08-25 17:11:51","68","40535","278575.64"
"2015-08-25 16:51:41","56","22852","126898.91"
"2015-08-25 13:13:40","24","10197","54891.56"
"2015-08-25 08:54:48","46","17788","96376.94"
"2015-08-25 06:02:36","58","24155","135924.15"
"2015-08-25 05:14:48","58","24116","163887.39"
"2015-08-25 04:25:13","58","24116","163887.39"
"2015-08-24 14:58:16","40","24120","127671.94"
"2015-08-24 06:00:22","42","24507","167717.40"
"2015-08-24 05:59:18","29","25768","156582.24"
"2015-08-23 19:13:12","65","39187","269155.34"
"2015-08-23 19:06:19","61","24119","132868.82"
"2015-08-23 14:06:41","29","17538","119173.59"
"2015-08-23 12:51:04","51","34627","237781.30"
"2015-08-23 08:04:48","29","17538","119173.59"
"2015-08-23 00:26:09","42","24507","167717.40"
"2015-08-22 20:19:47","71","42358","291047.25"
"2015-08-22 19:45:40","63","21706","118879.76"
"2015-08-22 19:17:13","19","3953","25335.68"
"2015-08-22 17:04:54","41","26597","185463.76"
"2015-08-22 16:17:53","35","16574","94244.44"
"2015-08-22 14:35:12","51","34627","237781.30"
"2015-08-22 13:57:43","35","16574","94244.44"
"2015-08-22 06:02:45","36","17917","107142.63"
"2015-08-21 19:55:31","61","24119","132868.82"
"2015-08-21 08:03:07","57","33190","205886.97"
"2015-08-20 19:59:13","12","4899","25507.06"
"2015-08-20 16:00:33","63","21706","118879.76"
"2015-08-19 14:13:23","50","25343","140046.68"
"2015-08-19 13:22:29","58","28452","160051.04"
"2015-08-19 11:34:03","68","40412","275288.30"
"2015-08-19 00:17:57","60","47506","326819.48"
"2015-08-18 20:24:56","61","23973","130917.00"
"2015-08-18 15:58:16","60","23956","130893.51"
"2015-08-18 09:33:40","66","43730","300694.79"
"2015-08-18 01:17:49","35","15177","83419.38"
"2015-08-17 23:51:28","32","14894","86362.70"
"2015-08-17 20:27:38","58","24948","138323.59"
"2015-08-17 20:03:59","37","21024","117862.77"
"2015-08-17 18:47:59","37","20761","135730.44"
"2015-08-17 15:09:22","57","22177","119965.08"
"2015-08-17 10:59:32","49","21791","122957.11"
"2015-08-17 08:38:44","31","20795","134039.25"
"2015-08-17 06:28:29","58","34963","235051.07"
"2015-08-17 03:11:54","58","27235","147599.56"
"2015-08-16 19:47:33","60","23956","130893.51"
"2015-08-16 14:14:57","60","23956","130893.51"
"2015-08-16 11:55:15","13","6126","32226.37"
"2015-08-16 09:12:32","62","34581","234225.65"
"2015-08-16 02:53:01","65","36603","244695.99"
"2015-08-15 23:39:14","30","21716","144865.83"
"2015-08-15 19:46:50","30","18186","120523.91"
"2015-08-15 17:40:50","39","23186","157523.24"
"2015-08-15 13:11:58","30","18186","120523.91"
"2015-08-15 08:05:08","28","12723","67459.65"
"2015-08-15 06:11:50","57","33190","205886.97"
"2015-08-15 04:27:19","30","21716","144865.83"
"2015-08-14 22:47:33","27","11313","62148.87"
"2015-08-14 22:05:26","40","15469","84768.94"
"2015-08-14 16:42:52","60","39570","253635.75"
"2015-08-14 15:29:15","35","19596","131173.41"
"2015-08-14 15:21:17","31","13364","72875.84"
"2015-08-14 11:24:55","27","6258","38648.01"
"2015-08-14 09:40:52","43","16849","94684.25"
"2015-08-14 07:22:29","61","35358","238962.47"
"2015-08-14 05:16:10","56","24182","135822.85"
"2015-08-14 05:02:00","55","31887","217473.85"
"2015-08-14 03:31:47","27","11313","62148.87"
"2015-08-14 02:28:25","50","25343","140046.68"
"2015-08-13 17:52:24","65","24655","137600.67"
"2015-08-13 17:08:09","51","21887","116165.15"
"2015-08-13 14:40:29","27","11746","64536.17"
"2015-08-13 11:32:21","39","23186","157523.24"
"2015-08-13 10:04:37","62","24538","137227.88"
"2015-08-13 00:04:59","57","27248","153015.87"
"2015-08-12 23:06:37","29","11430","60936.18"
"2015-08-12 21:53:15","53","24215","135517.95"
"2015-08-12 10:39:46","40","15469","84768.94"
"2015-08-12 06:44:23","57","27248","153015.87"
"2015-08-12 06:42:01","29","11430","60936.18"
"2015-08-12 01:54:52","29","12331","67909.96"
"2015-08-11 14:15:52","57","22177","119965.08"
"2015-08-11 09:30:09","46","17788","96376.94"
"2015-08-10 16:37:05","55","24656","130153.59"
"2015-08-10 14:26:26","57","22552","123503.18"
"2015-08-10 13:37:44","50","40833","293861.14"
"2015-08-10 09:30:31","37","22902","154811.43"
"2015-08-10 08:41:41","40","23129","157782.52"
"2015-08-10 05:39:12","46","22752","161294.62"
"2015-08-10 00:28:14","41","26597","185463.76"
"2015-08-09 18:23:43","37","22902","154811.43"
"2015-08-09 17:51:26","43","27077","179761.43"
"2015-08-09 17:43:32","61","35750","241711.25"
"2015-08-09 16:43:40","58","24155","135924.15"
"2015-08-09 13:28:41","65","36887","251299.77"
"2015-08-09 07:44:36","36","17917","107142.63"
"2015-08-09 07:39:23","67","40904","281018.36"
"2015-08-08 23:54:50","49","21791","122957.11"
"2015-08-08 22:48:17","49","21791","122957.11"
"2015-08-08 21:31:28","43","16849","94684.25"
"2015-08-08 18:08:57","58","34963","235051.07"
"2015-08-08 16:06:12","43","28601","188457.46"
"2015-08-08 02:17:17","27","11746","64536.17"
"2015-08-07 20:24:35","60","28629","163579.18"
"2015-08-07 17:38:05","28","19747","127945.10"
"2015-08-07 16:30:08","37","21024","117862.77"
"2015-08-07 15:50:16","61","35750","241711.25"
"2015-08-07 01:08:27","61","23973","130917.00"
"2015-08-06 18:31:15","49","21791","122957.11"
"2015-08-06 15:51:22","38","21165","143471.26"
"2015-08-06 14:08:42","35","16574","94244.44"
"2015-08-06 13:42:05","40","24120","127671.94"
"2015-08-06 13:36:49","31","13364","72875.84"
"2015-08-06 13:28:32","59","28107","153705.10"
"2015-08-06 09:29:31","53","24215","135517.95"
"2015-08-06 05:55:36","53","24215","135517.95"
"2015-08-06 04:49:07","65","36887","251299.77"
"2015-08-05 23:12:48","38","21165","143471.26"
"2015-08-05 23:05:09","28","12723","67459.65"
"2015-08-05 14:17:14","24","4795","28012.07"
"2015-08-05 13:38:38","27","11313","62148.87"
"2015-08-05 11:26:37","57","24087","130964.11"
"2015-08-05 07:51:09","29","16806","112176.03"
"2015-08-05 06:21:13","66","43730","300694.79"
"2015-08-05 02:06:18","24","4795","28012.07"
"2015-08-05 00:23:54","56","44750","231856.98"
"2015-08-04 23:51:46","30","21716","144865.83"
"2015-08-04 19:46:02","32","14894","86362.70"
"2015-08-04 19:16:46","46","17788","96376.94"
"2015-08-04 17:03:31","27","11746","64536.17"
"2015-08-04 10:05:29","58","24155","135924.15"
"2015-08-04 04:14:06","32","14894","86362.70"
"2015-08-04 02:38:02","71","42358","291047.25"
"2015-08-03 21:36:34","57","24087","130964.11"
"2015-08-03 19:54:27","35","15177","83419.38"
"2015-08-03 17:39:43","55","24656","130153.59"
"2015-08-03 14:49:38","66","49246","345618.59"
"2015-08-03 14:06:53","19","3953","25335.68"
"2015-08-03 11:32:26","43","8276","51647.76"
"2015-08-03 08:19:35","35","19596","131173.41"
"2015-08-03 00:57:26","57","24087","130964.11"
"2015-08-02 23:16:24","49","29101","200174.66"
"2015-08-02 16:35:17","66","49246","345618.59"
"2015-08-02 15:04:58","63","21706","118879.76"
"2015-08-01 21:21:18","40","15469","84768.94"
"2015-08-01 19:17:21","27","11313","62148.87"
"2015-08-01 13:09:30","1","156","881.73"
"2015-08-01 03:42:30","35","15177","83419.38"
"2015-08-01 01:56:22","35","15177","83419.38"
"2015-08-01 00:19:13","62","24538","137227.88"
"2015-07-31 21:12:50","27","6258","38648.01"
"2015-07-31 19:02:32","57","33190","205886.97"
"2015-07-31 19:00:22","31","17836","118867.17"
"2015-07-31 17:20:38","35","16574","94244.44"
"2015-07-31 09:06:58","13","6126","32226.37"
"2015-07-31 05:10:52","12","4899","25507.06"
"2015-07-31 03:48:49","40","24120","127671.94"
"2015-07-31 02:30:28","31","17836","118867.17"
"2015-07-29 13:50:31","53","24215","135517.95"
"2015-07-29 12:39:43","49","29101","200174.66"
"2015-07-29 04:27:34","31","13364","72875.84"
"2015-07-29 01:07:33","56","24182","135822.85"
"2015-07-28 23:22:22","43","8276","51647.76"
"2015-07-28 17:56:30","61","35750","241711.25"
"2015-07-28 16:50:59","33","13464","72788.52"
"2015-07-28 16:19:50","42","7799","47417.76"
"2015-07-28 10:15:52","50","25343","140046.68"
"2015-07-28 01:29:06","61","23973","130917.00"
"2015-07-27 23:31:48","56","22852","126898.91"
"2015-07-27 18:43:41","30","21716","144865.83"
"2015-07-27 17:32:43","51","23299","125968.04"
"2015-07-27 16:45:10","27","6288","42065.82"
"2015-07-27 15:25:39","66","39863","272672.84"
"2015-07-27 11:48:10","40","19002","108579.84"
"2015-07-27 04:45:39","55","24656","130153.59"
"2015-07-27 04:35:21","37","21024","117862.77"
"2015-07-27 04:00:19","50","40833","293861.14"
"2015-07-27 00:24:33","68","40535","278575.64"
"2015-07-26 13:55:15","62","56410","382873.30"
"2015-07-26 08:17:42","58","24116","163887.39"
"2015-07-26 07:52:00","13","6126","32226.37"
"2015-07-26 06:23:07","29","25768","156582.24"
"2015-07-25 18:57:14","65","39187","269155.34"
"2015-07-25 18:09:10","46","17788","96376.94"
"2015-07-25 17:18:25","42","7799","47417.76"
"2015-07-25 13:16:44","61","24119","132868.82"
"2015-07-25 11:10:21","57","27248","153015.87"
"2015-07-25 06:08:59","42","7799","47417.76"
"2015-07-25 03:42:20","42","24507","167717.40"
"2015-07-24 23:40:26","51","34627","237781.30"
"2015-07-24 22:29:13","3","1493","9914.23"
"2015-07-24 19:05:14","56","24182","135822.85"
"2015-07-24 17:44:12","19","3953","25335.68"
"2015-07-24 10:06:46","60","23956","130893.51"
"2015-07-24 04:28:29","41","26597","185463.76"
"2015-07-24 03:02:17","62","56410","382873.30"
"2015-07-24 01:34:13","55","31887","217473.85"
"2015-07-23 21:59:36","36","17917","107142.63"
"2015-07-23 19:16:39","63","21706","118879.76"
"2015-07-23 09:26:46","6","748","3927.05"
"2015-07-23 01:21:56","51","34627","237781.30"
"2015-07-23 00:35:42","71","42358","291047.25"
"2015-07-22 13:56:03","36","17917","107142.63"
"2015-07-21 19:49:52","68","40412","275288.30"
"2015-07-21 15:18:17","58","24116","163887.39"
"2015-07-21 11:32:33","56","44750","231856.98"
"2015-07-21 01:14:26","65","24655","137600.67"
"2015-07-20 19:08:42","50","25343","140046.68"
"2015-07-20 13:26:38","60","47506","326819.48"
"2015-07-20 10:13:47","61","23973","130917.00"
"2015-07-20 10:09:15","60","23956","130893.51"
"2015-07-20 04:40:25","57","24087","130964.11"
"2015-07-20 00:49:18","58","28452","160051.04"
"2015-07-19 21:34:19","37","20761","135730.44"
"2015-07-19 18:53:34","53","24215","135517.95"
"2015-07-19 15:54:23","58","27235","147599.56"
"2015-07-19 13:40:23","32","14894","86362.70"
"2015-07-19 06:18:47","58","24948","138323.59"
"2015-07-19 02:39:23","31","20795","134039.25"
"2015-07-18 23:29:10","57","22177","119965.08"
"2015-07-18 18:46:08","6","4412","26641.71"
"2015-07-18 16:15:56","66","43730","300694.79"
"2015-07-18 12:06:03","56","22852","126898.91"
"2015-07-18 02:02:03","42","7799","47417.76"
"2015-07-17 20:45:34","56","44750","231856.98"
"2015-07-17 20:17:38","65","36603","244695.99"
"2015-07-17 16:00:54","49","21791","122957.11"
"2015-07-17 15:54:05","33","13464","72788.52"
"2015-07-17 13:34:12","62","34581","234225.65"
"2015-07-17 09:08:11","39","23186","157523.24"
"2015-07-16 17:03:14","46","22752","161294.62"
"2015-07-16 12:20:03","60","23956","130893.51"
"2015-07-16 09:05:02","50","25343","140046.68"
"2015-07-16 07:25:24","31","13364","72875.84"
"2015-07-16 03:51:19","60","39570","253635.75"
"2015-07-16 03:29:55","57","33190","205886.97"
"2015-07-15 18:21:27","51","21887","116165.15"
"2015-07-15 17:08:54","55","31887","217473.85"
"2015-07-15 15:37:52","61","35358","238962.47"
"2015-07-15 09:49:41","67","40904","281018.36"
"2015-07-15 07:12:07","43","16849","94684.25"
"2015-07-15 03:09:39","65","24655","137600.67"
"2015-07-14 16:23:54","30","14707","96819.92"
"2015-07-14 12:28:13","29","12331","67909.96"
"2015-07-14 11:10:33","24","10197","54891.56"
"2015-07-14 07:04:36","1","156","881.73"
"2015-07-14 03:19:08","62","24538","137227.88"
"2015-07-13 23:26:22","46","17788","96376.94"
"2015-07-13 22:28:56","62","24538","137227.88"
"2015-07-13 16:38:19","57","27248","153015.87"
"2015-07-13 15:01:52","40","15469","84768.94"
"2015-07-13 09:59:47","71","42358","291047.25"
"2015-07-13 09:56:45","31","13364","72875.84"
"2015-07-13 06:31:12","40","24120","127671.94"
"2015-07-13 06:27:39","66","49246","345618.59"
"2015-07-12 21:40:19","40","23129","157782.52"
"2015-07-12 16:26:52","50","40833","293861.14"
"2015-07-12 07:21:29","58","24155","135924.15"
"2015-07-12 04:51:24","35","15177","83419.38"
"2015-07-11 23:08:50","37","22902","154811.43"
"2015-07-11 22:42:14","62","56410","382873.30"
"2015-07-11 22:00:16","39","23186","157523.24"
"2015-07-11 21:18:00","57","22552","123503.18"
"2015-07-11 17:25:00","40","15469","84768.94"
"2015-07-11 14:54:59","65","24655","137600.67"
"2015-07-11 14:26:48","63","21706","118879.76"
"2015-07-11 09:53:23","46","17788","96376.94"
"2015-07-11 05:07:00","58","24155","135924.15"
"2015-07-11 02:20:24","46","22752","161294.62"
"2015-07-10 22:48:30","43","27077","179761.43"
"2015-07-10 15:42:36","56","24182","135822.85"
"2015-07-10 15:39:59","27","11746","64536.17"
"2015-07-10 11:11:28","67","40904","281018.36"
"2015-07-10 07:50:41","49","21791","122957.11"
"2015-07-10 06:07:37","43","28601","188457.46"
"2015-07-10 04:28:36","27","11746","64536.17"
"2015-07-10 04:24:47","61","35750","241711.25"
"2015-07-10 04:04:54","38","21165","143471.26"
"2015-07-10 00:57:40","11","2444","15727.19"
"2015-07-09 23:29:53","37","21024","117862.77"
"2015-07-09 22:56:09","27","11313","62148.87"
"2015-07-09 17:48:05","57","22177","119965.08"
"2015-07-09 16:13:32","58","34963","235051.07"
"2015-07-09 10:27:58","37","21024","117862.77"
"2015-07-09 06:57:02","60","28629","163579.18"
"2015-07-09 06:38:32","43","28601","188457.46"
"2015-07-08 18:49:02","28","19747","127945.10"
"2015-07-08 18:29:35","37","22902","154811.43"
"2015-07-08 17:36:03","38","21165","143471.26"
"2015-07-08 08:05:12","41","26597","185463.76"
"2015-07-07 21:31:32","66","43730","300694.79"
"2015-07-07 18:26:04","56","44750","231856.98"
"2015-07-07 15:48:04","28","12723","67459.65"
"2015-07-07 10:48:00","27","11313","62148.87"
"2015-07-07 09:36:23","40","24120","127671.94"
"2015-07-07 05:38:34","65","36887","251299.77"
"2015-07-07 03:04:12","67","40904","281018.36"
"2015-07-07 03:03:04","59","28107","153705.10"
"2015-07-07 02:27:00","35","16574","94244.44"
"2015-07-06 21:43:00","27","11313","62148.87"
"2015-07-06 17:25:16","30","21716","144865.83"
"2015-07-06 14:13:09","12","4899","25507.06"
"2015-07-06 09:24:39","25","9716","54443.06"
"2015-07-06 08:37:36","43","8276","51647.76"
"2015-07-06 07:30:02","57","24087","130964.11"
"2015-07-05 02:21:31","43","8276","51647.76"
"2015-07-05 02:02:53","28","12723","67459.65"
"2015-07-05 01:21:38","68","40412","275288.30"
"2015-07-05 01:11:17","57","33190","205886.97"
"2015-07-05 00:24:28","63","21706","118879.76"
"2015-07-04 21:48:00","66","49246","345618.59"
"2015-07-04 20:45:36","55","24656","130153.59"
"2015-07-04 19:07:16","35","19596","131173.41"
"2015-07-04 13:58:28","35","19596","131173.41"
"2015-07-04 02:42:47","35","15177","83419.38"
"2015-07-03 20:53:11","55","24656","130153.59"
